"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
7777,7159,"Mountain full",7,14.5,04-APR-98,08-APR-98,27-APR-98,87295,37453,15293,"TIG Welded",2,"Ruth Rainwaters","Flash",2,87295,53.7,42.3,70.5,73.5,2378.59,2370,171.83,"CA",70,423.99,1596
7778,7160,"Road",11,56,17-JAN-98,21-JAN-98,05-FEB-98,51512,37453,89097,"TIG Welded",2,"Mark Kinser","Roman",2,87295,55,41.5,73.5,73.5,1648.77,1640,82,"OH",70,322.24,913
7779,7161,"Road",2,54,20-JUL-98,24-JUL-98,03-AUG-98,29387,51512,29387,"Bonded",2,"Faye Francis","Roman",2,46583,55,41.5,73.5,73.5,3264.15,3260,195.6,"NJ",70,392.2,2580
7780,7162,"Mountain",9,19.5,24-MAR-98,28-MAR-98,31-MAR-98,87295,29387,89097,"Bonded",2,"Bernice DeVore","Roman",2,98766,59.3,42.3,71,73,1905.3,1900,161.5,"NY",70,341.07,1170
7781,7163,"Mountain full",11,19.5,10-MAR-98,14-MAR-98,18-MAR-98,29387,51512,29387,"Welded",2,"Christine Fowler","English",2,89097,59.3,42.3,71,73,1703.45,1700,102,"NJ",70,124.03,1170
7782,7164,"Mountain",13,14.5,27-JAN-98,31-JAN-98,27-FEB-98,87295,29387,89097,"TIG Welded",2,"Cal Sanders","Block",327,51512,53.7,42.3,70.5,73.5,2426.32,2420,145.2,"NJ",70,128.31,1943
7783,7165,"Mountain",11,18,30-JUL-98,03-AUG-98,18-AUG-98,29387,76432,87295,"Welded",2,"Archie Daniel","Roman",2,89097,59.2,42.3,71,73,2097.46,2090,130.63,"TX",70,121.7,1596
7784,7166,"Mountain full",9,16.5,04-JAN-98,08-JAN-98,02-FEB-98,51512,15293,93736,"TIG Welded",2,"Martha Proctor","Script",2,51512,58.2,42.3,70.5,73,2472.26,2470,179.08,"CA",70,177.71,1943
7785,7167,"Mountain full",6,21,23-FEB-98,27-FEB-98,04-MAR-98,51512,76432,87295,"TIG Welded",2,"Jeff Ford","Roman",4419,34192,59.8,42.4,71,73,2495.89,2490,180.53,"CA",70,203.12,1943
7786,7168,"Road",11,62,11-SEP-98,15-SEP-98,25-SEP-98,87295,29387,87295,"TIG Welded",2,"Doris Love","Roman",2,46583,58.5,41.5,74,73.5,2364.44,2360,141.6,"TN",70,252.77,1752
7787,7169,"Mountain full",1,21,05-OCT-98,09-OCT-98,03-NOV-98,51512,51512,51512,"Bonded",2,"Louis Adams","Roman",3050,89097,59.8,42.4,71,73,2190.89,2190,131.4,"WV",70,222.16,1596
7788,7170,"Mountain full",3,18,02-FEB-98,06-FEB-98,15-FEB-98,87295,89097,12512,"Bonded",2,"Wendell Palmer","Block",2,87295,59.2,42.3,71,73,2199.32,2190,131.4,"FL",70,231.23,1596
7789,7171,"Mountain",2,21,10-MAR-98,14-MAR-98,23-MAR-98,29387,37453,15293,"Welded",2,"Martha Finn","Roman",2,98766,59.8,42.4,71,73,2425.05,2420,121,"OH",70,126.95,1943
7790,7172,"Mountain full",12,19.5,11-SEP-98,15-SEP-98,25-SEP-98,51512,37453,51512,"Bonded",2,"Conrad Matthews","Flash",2,15293,59.3,42.3,71,73,2508.84,2500,172.5,"KS",70,217.04,1943
7791,7173,"Road",6,56,23-FEB-98,27-FEB-98,23-MAR-98,51512,37453,87295,"TIG Welded",2,"Stan Rippy","Flash",2,87295,55,41.5,73.5,73.5,3114.8,3110,155.5,"OH",70,231.61,2580
7792,7174,"Mountain full",3,18,31-JUL-98,04-AUG-98,15-AUG-98,51512,76432,89097,"TIG Welded",2,"Reva Griffen","Flash",2,98766,59.2,42.3,71,73,2018.19,2010,170.85,"NY",70,462.46,1170
7793,7175,"Mountain full",10,16.5,11-AUG-98,15-AUG-98,08-SEP-98,51512,89097,51512,"TIG Welded",2,"Gene Shields","Script",3696,46583,58.2,42.3,70.5,73,2747.72,2740,171.25,"TX",70,473.9,1943
7794,7176,"Mountain",14,18,23-JUL-98,27-JUL-98,12-AUG-98,87295,87295,29387,"TIG Welded",2,"Faye Ray","Script",2,51512,59.2,42.3,71,73,2040.82,2040,0,"PA",70,486.8,1170
7795,7177,"Mountain full",13,16.5,04-JUN-98,08-JUN-98,26-JUN-98,15293,87295,15293,"TIG Welded",2,"Cindy Wells","English",2,51512,58.2,42.3,70.5,73,2110.99,2110,105.5,"MI",70,136.25,1596
7796,7178,"Road",3,52,10-FEB-98,14-FEB-98,24-FEB-98,87295,89097,51512,"Bonded",2,"Jolene Sanders","English",1584,29387,53,41.5,73,73.5,2851.63,2850,171,"TN",70,331.63,2197
7797,7179,"Road",2,50,04-APR-98,08-APR-98,03-MAY-98,51512,29387,89097,"TIG Welded",2,"Stephen Hurt","Script",2,34192,53,41.5,73,73.5,3156.36,3150,189,"KY",70,276.3,2580
7798,7180,"Mountain full",10,18,23-JUL-98,27-JUL-98,20-AUG-98,15293,87295,29387,"Bonded",2,"Melinda Hays","Roman",2,46583,59.2,42.3,71,73,1899.35,1890,137.03,"CA",70,334.68,1170
7799,7181,"Road",12,52,20-JAN-98,24-JAN-98,16-FEB-98,29387,76432,29387,"Bonded",2,"Artie Petty","English",2,87295,53,41.5,73,73.5,1732.84,1730,103.8,"FL",70,331.63,994
7800,7182,"Mountain",12,18,19-JUN-98,23-JUN-98,08-JUL-98,29387,37453,89097,"TIG Welded",2,"Gordon Hardin","Roman",2,51512,59.2,42.3,71,73,2414.37,2410,174.73,"CA",70,462.46,1596
7801,7183,"Mountain full",3,16.5,24-FEB-98,28-FEB-98,12-MAR-98,89097,89097,89097,"TIG Welded",2,"Whitney Riley","Roman",2,15293,58.2,42.3,70.5,73,2461.25,2460,153.75,"IL",70,165.87,1943
7802,7184,"Road",13,58,24-APR-98,28-APR-98,20-MAY-98,15293,87295,29387,"Welded",2,"Laura Huffman","English",1168,87295,57,41.5,73.5,73.5,2322.8,2320,139.2,"NJ",70,208,1752
7803,7185,"Mountain",7,16.5,06-JAN-98,10-JAN-98,07-FEB-98,87295,51512,89097,"TIG Welded",2,"Cal Price","Flash",2,87295,58.2,42.3,70.5,73,2747.72,2740,137,"MI",70,473.9,1943
7804,7186,"Road",8,56,20-JUN-98,24-JUN-98,05-JUL-98,51512,37453,93736,"Bonded",2,"Damon Palmer","Flash",2,15293,55,41.5,73.5,73.5,3274,3270,147.15,"VA",70,402.8,2580
7805,7187,"Mountain",1,19.5,22-SEP-98,26-SEP-98,22-OCT-98,89097,15293,93736,"TIG Welded",2,"Lillie McCartney","Roman",2,51512,59.3,42.3,71,73,2480.01,2480,179.8,"CA",70,186.04,1943
7806,7188,"Mountain full",8,18,16-MAY-98,20-MAY-98,08-JUN-98,15293,37453,51512,"Bonded",2,"Lisa Hampton","Block",2,29387,59.2,42.3,71,73,2295.53,2290,114.5,"MA",70,334.68,1596
7807,7189,"Mountain full",10,16.5,05-MAY-98,09-MAY-98,28-MAY-98,87295,87295,89097,"TIG Welded",2,"Beverly Simpson","Roman",2,34192,58.2,42.3,70.5,73,2483.28,2480,111.6,"VA",70,189.56,1943
7808,7190,"Road",8,56,15-MAY-98,19-MAY-98,09-JUN-98,51512,87295,87295,"TIG Welded",2,"Albert Newman","Flash",2,46583,55,41.5,73.5,73.5,3611.15,3610,180.5,"NM",70,765.32,2580
7809,7191,"Road",6,52,25-APR-98,29-APR-98,23-MAY-98,51512,29387,87295,"TIG Welded",2,"Jesus Page","English",3396,34192,53,41.5,73,73.5,2763.51,2760,0,"PA",70,236.88,2197
7810,7192,"Mountain full",11,16.5,20-JUN-98,24-JUN-98,26-JUN-98,87295,37453,15293,"Bonded",2,"Buck Page","Flash",2,89097,58.2,42.3,70.5,73,2287.28,2280,165.3,"CA",70,325.81,1596
7811,7193,"Mountain",10,16.5,31-JUL-98,04-AUG-98,15-AUG-98,29387,87295,29387,"Bonded",2,"Jing Hester","Flash",2958,34192,58.2,42.3,70.5,73,2499.81,2490,124.5,"NM",70,207.33,1943
7812,7194,"Mountain full",1,14.5,28-SEP-98,02-OCT-98,17-OCT-98,51512,87295,15293,"TIG Welded",2,"Vern Rogers","English",2,15293,53.7,42.3,70.5,73.5,2436.7,2430,109.35,"OK",70,139.47,1943
7813,7195,"Mountain full",6,14.5,23-MAR-98,27-MAR-98,20-APR-98,29387,37453,29387,"TIG Welded",2,"Thelma Froedge","Script",2,51512,53.7,42.3,70.5,73.5,2473.01,2470,0,"AR",70,178.52,1943
7814,7196,"Mountain full",8,18,03-JUL-98,07-JUL-98,15-JUL-98,15293,89097,51512,"TIG Welded",2,"Orville Parrish","Script",2,51512,59.2,42.3,71,73,2759.71,2750,171.88,"TX",70,486.8,1943
7815,7197,"Mountain full",12,18,08-MAY-98,12-MAY-98,26-MAY-98,51512,15293,29387,"TIG Welded",2,"Alvie Shields","Block",5849,46583,59.2,42.3,71,73,2437.14,2430,151.88,"IL",70,139.95,1943
7816,7198,"Road",9,54,16-OCT-98,20-OCT-98,10-NOV-98,87295,76432,89097,"TIG Welded",2,"Patricia Petty","Script",2,29387,55,41.5,73.5,73.5,3154.72,3150,157.5,"MD",70,274.54,2580
7817,7199,"Mountain",11,19.5,25-AUG-98,29-AUG-98,02-SEP-98,51512,87295,87295,"Bonded",2,"DuJuan Nichols","Roman",2,51512,59.3,42.3,71,73,1818.79,1810,108.6,"TN",70,248.05,1170
7818,7200,"Mountain full",6,16.5,30-APR-98,04-MAY-98,17-MAY-98,51512,37453,29387,"TIG Welded",2,"Mandy McCartney","Block",1755,87295,58.2,42.3,70.5,73,2110.99,2110,126.6,"CT",70,136.25,1596
7819,7201,"Road",11,54,10-FEB-98,14-FEB-98,16-FEB-98,87295,29387,89097,"TIG Welded",2,"Cheryl Fugate","Script",2,87295,55,41.5,73.5,73.5,3154.72,3150,0,"DC",70,274.54,2580
7820,7202,"Mountain",13,14.5,30-JUN-98,04-JUL-98,17-JUL-98,51512,87295,29387,"TIG Welded",2,"Maureen Rogers","English",2,98766,53.7,42.3,70.5,73.5,2399.34,2390,203.15,"NY",70,446.3,1596
8533,4400,"Road",12,58,01-AUG-98,05-AUG-98,21-AUG-98,29387,87295,87295,"Bonded",2,"Russell Fuller","Roman",2,29387,57,41.5,73.5,73.5,2489.04,2480,179.8,"CA",70,364,1752
8534,3744,"Mountain full",12,14.5,24-SEP-98,28-SEP-98,05-OCT-98,15293,29387,51512,"Bonded",2,"Tracy Harper","Flash",4282,46583,53.7,42.3,70.5,73.5,2199.51,2190,158.78,"CA",70,211.99,1596
8535,4434,"Mountain full",2,18,02-OCT-98,06-OCT-98,08-OCT-98,89097,29387,93736,"Bonded",2,"Allison Bowe","Flash",1,34192,59.2,42.3,71,73,2641.02,2640,111.54,"MO",70,334.68,1943
8536,1913,"Race",12,52,17-JAN-98,21-JAN-98,14-FEB-98,29387,51512,87295,"Welded",2,"Henry Wade","Flash",2661,87295,52.7,40.7,72.5,75,3104.74,3100,155,"IA",70,191,2580
8537,3387,"Mountain full",11,16.5,18-OCT-98,22-OCT-98,17-NOV-98,29387,37453,51512,"TIG Welded",2,"Henry Holder","Block",32,29387,58.2,42.3,70.5,73,2454.5,2450,177.63,"CA",70,136.25,1943
8538,3047,"Road",1,62,14-JUL-98,18-JUL-98,30-JUL-98,89097,87295,29387,"TIG Welded",2,"Agnes Queen","Block",327,15293,58.5,41.5,74,73.5,2436.14,2430,145.8,"NJ",70,307.72,1752
8539,3298,"Road",11,60,24-SEP-98,28-SEP-98,08-OCT-98,89097,87295,51512,"TIG Welded",2,"Ara Hurt","Block",2,51512,57,41.5,73.5,73.5,3246.3,3240,162,"VT",70,341.6,2580
8540,2822,"Mountain full",13,19.5,24-SEP-98,28-SEP-98,22-OCT-98,89097,76432,12512,"TIG Welded",2,"Leland Dalton","Roman",1578,15293,59.3,42.3,71,73,1733.87,1730,103.8,"KY",70,142.63,1170
8541,929,"Road",11,56,10-AUG-98,14-AUG-98,18-AUG-98,87295,51512,87295,"TIG Welded",2,"Harlen Coffey","Roman",2,51512,55,41.5,73.5,73.5,3284.58,3280,278.8,"NY",70,765.32,2197
8542,2964,"Race",12,62,16-MAY-98,20-MAY-98,05-JUN-98,29387,87295,89097,"TIG Welded",2,"Hunter Harper","English",4599,29387,59,41.2,74,72.5,2382.97,2380,142.8,"NJ",70,251.16,1752
8543,4543,"Mountain",1,21,13-MAR-98,17-MAR-98,06-APR-98,87295,37453,12512,"TIG Welded",2,"Darrin Queen","English",2,87295,59.8,42.4,71,73,1790.73,1790,89.5,"MI",70,203.12,1170
8544,1233,"Mountain full",10,18,14-JUL-98,18-JUL-98,14-AUG-98,29387,15293,15293,"TIG Welded",2,"Joe Wells","Flash",3403,34192,59.2,42.3,71,73,2784.01,2780,166.8,"ME",70,486.8,1943
8545,935,"Road",13,58,13-APR-98,17-APR-98,24-APR-98,87295,89097,15293,"TIG Welded",2,"Lou Ann London","Script",5125,46583,57,41.5,73.5,73.5,1651.5,1650,99,"ME",70,312,913
8546,803,"Race",10,50,27-MAR-98,31-MAR-98,28-APR-98,29387,37453,89097,"TIG Welded",2,"Juanita Reynolds","Flash",4840,98766,53.1,40.7,72,75,2409.14,2400,96,"LA",70,279,1752
8547,1445,"Mountain full",10,18,17-JAN-98,21-JAN-98,17-FEB-98,51512,37453,89097,"Bonded",2,"Cecil Sadler","Script",2,89097,59.2,42.3,71,73,2555.22,2550,127.5,"MA",70,243.4,1943
8548,1755,"Road",11,58,06-MAR-98,10-MAR-98,21-MAR-98,87295,37453,51512,"TIG Welded",2,"Sam Huffman","Block",4842,34192,57,41.5,73.5,73.5,3150.05,3150,228.38,"CA",70,239.2,2580
8549,2925,"Road",1,54,20-FEB-98,24-FEB-98,05-MAR-98,87295,29387,51512,"Bonded",2,"Gayle Buchanon","Roman",2,98766,55,41.5,73.5,73.5,1726.89,1720,107.5,"TX",70,392.2,913
8550,4386,"Tour",6,50,18-JUL-98,22-JUL-98,15-AUG-98,29387,89097,29387,"TIG Welded",2,"Ishel Ferguson","English",2,15293,52.2,41.5,72.5,75,2783.5,2780,180.7,"MN",70,232.25,2197
8551,3424,"Road",12,56,31-MAR-98,04-APR-98,29-APR-98,89097,76432,12512,"Bonded",2,"Cal Patterson","Roman",2,51512,55,41.5,73.5,73.5,3445.82,3440,215,"TX",70,553.85,2580
8552,1368,"Road",8,52,28-JUN-98,02-JUL-98,28-JUL-98,87295,37453,29387,"TIG Welded",2,"Bryce Simpson","Block",1341,51512,53,41.5,73,73.5,1657.03,1650,66,"HI",70,236.88,994
8553,4272,"Tour",12,52,18-JAN-98,22-JAN-98,10-FEB-98,15293,87295,87295,"TIG Welded",2,"Audrey Newman","English",2,87295,53,41.5,72.5,75,2042.62,2040,122.4,"NJ",70,728.08,913
8554,2656,"Race",8,60,12-JUN-98,16-JUN-98,07-JUL-98,15293,87295,93736,"TIG Welded",2,"Leland Saltsman","Script",3694,87295,58,41.2,74,73,2235.99,2230,139.38,"IL",70,852.8,994
8555,4158,"Hybrid",8,21,12-JUN-98,16-JUN-98,01-JUL-98,29387,29387,15293,"Bonded",2,"Elwood McCartney","Flash",2,29387,57,43,71.5,73,1834.52,1830,132.68,"CA",70,249.7,1170
8556,1840,"Mountain",10,18,21-FEB-98,25-FEB-98,03-MAR-98,51512,76432,87295,"TIG Welded",2,"Becky Matthews","English",2,87295,59.2,42.3,71,73,2057.39,2050,123,"KY",70,486.8,1170
8557,2668,"Race",2,60,28-JUN-98,02-JUL-98,26-JUL-98,29387,51512,15293,"TIG Welded",2,"Preston Grace","Script",5972,46583,58,41.2,74,73,1678.87,1670,83.5,"MI",70,341.12,913
8558,4548,"Mountain full",12,19.5,05-JAN-98,09-JAN-98,11-JAN-98,29387,51512,15293,"TIG Welded",2,"Terri Henderson","English",5465,98766,59.3,42.3,71,73,1763.02,1760,123.2,"MS",70,173.64,1170
8559,4541,"Road",3,50,02-MAY-98,06-MAY-98,16-MAY-98,89097,37453,87295,"TIG Welded",2,"Alvin Coffey","Flash",2,51512,53,41.5,73,73.5,2092.32,2090,130.63,"TX",70,699.96,994
8560,4368,"Tour",7,52,13-SEP-98,17-SEP-98,26-SEP-98,51512,87295,51512,"TIG Welded",2,"Anita Downing","English",2567,29387,53,41.5,72.5,75,2772.3,2770,138.5,"MI",70,220.34,2197
8561,3538,"Mountain",9,14.5,18-JUL-98,22-JUL-98,10-AUG-98,89097,76432,93736,"TIG Welded",2,"Lloyd Cardwell","Block",92,34192,53.7,42.3,70.5,73.5,1720.41,1720,124.7,"CA",70,128.31,1170
8562,3706,"Mountain full",10,19.5,30-AUG-98,03-SEP-98,29-SEP-98,29387,76432,12512,"Bonded",2,"Vicky Gillespie","Flash",3655,87295,59.3,42.3,71,73,1920.41,1920,163.2,"NY",70,341.07,1170
8563,1443,"Mountain",8,21,13-MAR-98,17-MAR-98,13-APR-98,15293,76432,93736,"Bonded",2,"Andrew Pruitt","Script",2,89097,59.8,42.4,71,73,2226.98,2220,111,"MD",70,241.21,1596
8564,2630,"Road",10,52,06-JUL-98,10-JUL-98,02-AUG-98,15293,87295,15293,"TIG Welded",2,"Hershel Rich","Script",2,15293,53,41.5,73,73.5,2859.4,2850,178.13,"TX",70,758,1752
8565,829,"Race",13,52,19-MAR-98,23-MAR-98,16-APR-98,51512,89097,93736,"TIG Welded",2,"Thad Wolfe","Block",2072,87295,52.7,40.7,72.5,75,2353.35,2350,141,"KY",70,219.65,1752
8566,3064,"Mountain",2,21,21-JUN-98,25-JUN-98,15-JUL-98,87295,37453,93736,"TIG Welded",2,"Marcy Rippy","Roman",1553,15293,59.8,42.4,71,73,1748.97,1740,104.4,"NJ",70,158.69,1170
8567,4974,"Tour",10,60,28-AUG-98,01-SEP-98,19-SEP-98,29387,76432,87295,"TIG Welded",2,"Mindy Glass","English",2,51512,57.5,41.5,74,73,2159.1,2150,107.5,"OH",70,852,913
8568,2819,"Road",9,62,01-JAN-98,05-JAN-98,25-JAN-98,29387,29387,87295,"Bonded",2,"Mandy Eaton","Flash",4104,34192,58.5,41.5,74,73.5,2715.06,2710,135.5,"NE",70,604.45,1752
8569,4071,"Mountain full",2,19.5,21-FEB-98,25-FEB-98,03-MAR-98,89097,89097,51512,"TIG Welded",2,"Lynn Fowler","Flash",3729,29387,59.3,42.3,71,73,2769.44,2760,138,"MI",70,471.3,1943
8570,3526,"Race",10,50,24-FEB-98,28-FEB-98,18-MAR-98,89097,87295,51512,"Bonded",2,"Clara Massey","English",2,98766,53.1,40.7,72,75,3406.01,3400,170,"MD",70,511.5,2580
8571,4999,"Race",12,60,21-JUN-98,25-JUN-98,20-JUL-98,29387,37453,51512,"TIG Welded",2,"Lessie Hurt","Flash",2,98766,58,41.2,74,73,2795.65,2790,202.28,"CA",70,245.18,2197
8572,565,"Race",10,52,05-JUN-98,09-JUN-98,17-JUN-98,87295,89097,87295,"Bonded",2,"Sidney Russell","Script",1,98766,52.7,40.7,72.5,75,1748.56,1740,87,"ID",70,334.25,994
8573,2000,"Race",9,60,29-SEP-98,03-OCT-98,08-OCT-98,89097,76432,15293,"TIG Welded",2,"Keith Fuller","Roman",2,15293,58,41.2,74,73,3225.81,3220,161,"MD",70,319.8,2580
8574,867,"Race",11,60,02-AUG-98,06-AUG-98,23-AUG-98,29387,37453,29387,"TIG Welded",2,"Travis Humphrey","Block",2,87295,58,41.2,74,73,2885.83,2880,208.8,"CA",70,341.12,2197
8575,2831,"Mountain full",11,19.5,03-SEP-98,07-SEP-98,23-SEP-98,89097,29387,89097,"TIG Welded",2,"Lloyd Hansen","Roman",2,87295,59.3,42.3,71,73,2512.95,2510,125.5,"OH",70,198.44,1943
8576,3070,"Road",7,54,20-JUN-98,24-JUN-98,30-JUN-98,29387,15293,87295,"TIG Welded",2,"MaryJo Hudson","Flash",2,29387,55,41.5,73.5,73.5,2847.35,2840,177.5,"IL",70,745.18,1752
8577,775,"Hybrid",2,17,23-FEB-98,27-FEB-98,26-MAR-98,29387,37453,87295,"Bonded",2,"MaryJo Aldrich","Block",3059,51512,55,43,70.5,74,2519.63,2510,0,"AR",70,205.54,1943
8578,3073,"Race",2,60,01-OCT-98,05-OCT-98,21-OCT-98,15293,51512,15293,"TIG Welded",2,"Sidney Roberts","Roman",2,87295,58,41.2,74,73,3245.85,3240,234.9,"CA",70,341.12,2580
8579,4456,"Mountain",8,19.5,19-OCT-98,23-OCT-98,13-NOV-98,29387,76432,51512,"TIG Welded",2,"Vicky Huffman","Roman",2,34192,59.3,42.3,71,73,2501.3,2500,150,"NC",70,186.04,1943
8580,4157,"Hybrid",3,19,25-SEP-98,29-SEP-98,03-OCT-98,51512,37453,87295,"TIG Welded",2,"Margaret Childress","Roman",2,46583,56,43,70.5,73,2182,2180,185.3,"NY",70,193.36,1596
6270,5652,"Mountain full",11,19.5,03-JAN-98,07-JAN-98,21-JAN-98,29387,76432,89097,"Bonded",2,"Dee Ferguson","Flash",2,51512,59.3,42.3,71,73,2537.68,2530,126.5,"OH",70,248.05,1943
6271,5653,"Mountain",11,19.5,11-JAN-98,15-JAN-98,21-JAN-98,15293,87295,12512,"Welded",2,"Clara Nash","Roman",1,15293,59.3,42.3,71,73,2422.34,2420,72.6,"CO",70,124.03,1943
6272,5654,"Road",11,56,08-SEP-98,12-SEP-98,28-SEP-98,87295,37453,15293,"TIG Welded",2,"Guy Massey","Flash",2,15293,55,41.5,73.5,73.5,1630.04,1630,81.5,"AZ",70,302.1,913
6273,5655,"Mountain full",2,21,15-JAN-98,19-JAN-98,15-FEB-98,51512,15293,51512,"TIG Welded",2,"Frieda Lewis","English",2,89097,59.8,42.4,71,73,2755.63,2750,137.5,"AZ",70,482.41,1943
6274,5656,"Mountain full",7,19.5,08-SEP-98,12-SEP-98,14-SEP-98,89097,15293,15293,"TIG Welded",2,"Jing Kinser","Flash",2388,46583,59.3,42.3,71,73,2439.64,2430,176.18,"CA",70,142.63,1943
6275,5657,"Road",1,47,11-OCT-98,15-OCT-98,17-OCT-98,29387,37453,12512,"TIG Welded",2,"Rita Mann","Flash",2,51512,51.7,41.5,72.5,73.5,2374.4,2370,118.5,"SC",70,263.48,1752
6276,5658,"Mountain full",7,16.5,10-SEP-98,14-SEP-98,16-SEP-98,87295,51512,93736,"TIG Welded",2,"April Adkins","Script",2,87295,58.2,42.3,70.5,73,2483.28,2480,124,"MI",70,189.56,1943
6277,5659,"Mountain full",11,19.5,07-JUL-98,11-JUL-98,18-JUL-98,51512,29387,12512,"TIG Welded",2,"Harriet Russell","Flash",2,89097,59.3,42.3,71,73,2116.93,2110,126.6,"ME",70,142.63,1596
6278,5660,"Mountain full",12,18,18-APR-98,22-APR-98,24-APR-98,89097,37453,87295,"TIG Welded",2,"Rufus Poe","Flash",2,46583,59.2,42.3,71,73,2737.08,2730,163.8,"FL",70,462.46,1943
6279,5661,"Mountain full",7,21,06-FEB-98,10-FEB-98,07-MAR-98,87295,87295,51512,"TIG Welded",2,"Marion Powell","Script",2,46583,59.8,42.4,71,73,2454.57,2450,153.13,"UT",70,158.69,1943
6280,5662,"Mountain full",9,16.5,20-APR-98,24-APR-98,22-MAY-98,89097,87295,29387,"TIG Welded",2,"Leisha Groves","Roman",6141,15293,58.2,42.3,70.5,73,2138.54,2130,106.5,"OH",70,165.87,1596
6281,5663,"Mountain full",12,18,11-JAN-98,15-JAN-98,10-FEB-98,29387,51512,29387,"TIG Welded",2,"MaryJo Akers","Roman",2,46583,59.2,42.3,71,73,2165.37,2160,64.8,"CO",70,194.72,1596
6282,5664,"Mountain",10,18,26-JUN-98,30-JUN-98,22-JUL-98,87295,29387,29387,"TIG Welded",2,"Patrick Grissom","Flash",1,98766,59.2,42.3,71,73,2154.05,2150,134.38,"UT",70,182.55,1596
6283,5665,"Mountain full",9,14.5,27-JUL-98,31-JUL-98,09-AUG-98,51512,76432,51512,"TIG Welded",2,"Gary Shields","Roman",2,98766,53.7,42.3,70.5,73.5,2701.3,2700,195.75,"CA",70,423.99,1943
6284,5666,"Road",11,62,06-FEB-98,10-FEB-98,24-FEB-98,51512,87295,51512,"TIG Welded",2,"Patricia Price","Roman",2,87295,58.5,41.5,74,73.5,3717.06,3710,231.88,"TX",70,879.2,2580
6285,5667,"Mountain",7,18,20-AUG-98,24-AUG-98,10-SEP-98,51512,15293,15293,"TIG Welded",2,"Eric Franklin","Block",1,51512,59.2,42.3,71,73,2437.14,2430,176.18,"CA",70,139.95,1943
6286,5668,"Mountain",2,18,10-MAR-98,14-MAR-98,07-APR-98,87295,87295,29387,"TIG Welded",2,"Evelyn Donaldson","Block",1,34192,59.2,42.3,71,73,2154.05,2150,107.5,"MI",70,182.55,1596
6287,5669,"Mountain full",9,16.5,09-JUN-98,13-JUN-98,29-JUN-98,87295,89097,89097,"TIG Welded",2,"Stella Bell","Flash",2,34192,58.2,42.3,70.5,73,2472.26,2470,179.08,"CA",70,177.71,1943
6288,5670,"Road",10,50,02-FEB-98,06-FEB-98,05-MAR-98,51512,29387,89097,"TIG Welded",2,"Hoyt Reid","Flash",2,98766,53,41.5,73,73.5,3096.4,3090,185.4,"CT",70,211.83,2580
6289,5671,"Mountain full",7,18,18-AUG-98,22-AUG-98,30-AUG-98,51512,29387,89097,"TIG Welded",2,"Avery McCoy","English",2,46583,59.2,42.3,71,73,2759.71,2750,165,"ME",70,486.8,1943
6290,5672,"Mountain",13,18,28-JUL-98,01-AUG-98,17-AUG-98,87295,29387,93736,"TIG Welded",2,"Kent Mayhew","Flash",2,87295,59.2,42.3,71,73,2476.76,2470,148.2,"NJ",70,182.55,1943
6291,5673,"Mountain full",13,18,11-OCT-98,15-OCT-98,03-NOV-98,29387,51512,29387,"TIG Welded",2,"Sandy Gillespie","Roman",2,89097,59.2,42.3,71,73,2737.08,2730,197.93,"CA",70,462.46,1943
6292,5674,"Mountain full",11,19.5,26-MAR-98,30-MAR-98,24-APR-98,15293,87295,87295,"Bonded",2,"Theresa Akers","Block",5548,51512,59.3,42.3,71,73,2214.97,2210,160.23,"CA",70,248.05,1596
6293,5675,"Mountain full",10,21,19-SEP-98,23-SEP-98,25-SEP-98,51512,37453,89097,"Welded",2,"Dawn York","Script",2,34192,59.8,42.4,71,73,1706.16,1700,85,"IN",70,126.95,1170
6294,5676,"Mountain full",13,16.5,31-AUG-98,04-SEP-98,21-SEP-98,29387,87295,29387,"TIG Welded",2,"JoAnne McKinney","Roman",2,51512,58.2,42.3,70.5,73,2461.25,2460,123,"IN",70,165.87,1943
6295,5677,"Mountain full",9,19.5,12-APR-98,16-APR-98,20-APR-98,87295,15293,29387,"TIG Welded",2,"James Goff","Block",2,89097,59.3,42.3,71,73,2491.54,2490,155.63,"TX",70,198.44,1943
6296,5678,"Mountain full",2,19.5,28-APR-98,02-MAY-98,22-MAY-98,15293,29387,87295,"TIG Welded",2,"Bernice Link","English",4153,29387,59.3,42.3,71,73,2745.3,2740,171.25,"IL",70,471.3,1943
6297,5679,"Road",11,56,23-MAR-98,27-MAR-98,14-APR-98,29387,15293,51512,"TIG Welded",2,"Madison Dye","Script",2,29387,55,41.5,73.5,73.5,1564.49,1560,78,"OH",70,231.61,913
6298,5680,"Mountain",12,18,27-JUN-98,01-JUL-98,05-JUL-98,51512,87295,87295,"TIG Welded",2,"Anna Long","Block",2,87295,59.2,42.3,71,73,2114.43,2110,126.6,"WV",70,139.95,1596
